status	type	_groupID	kept	discarded	count_kept	count_discarded
OK	1-to-1	g18562	Sotub01g037200.1.1	PGSC0003DMG400024703	1	1
OK	1-to-1	g18563	PGSC0003DMG400024704	Sotub01g037230.1.1	1	1
OK	1-to-1	g18564	Sotub01g037420.1.1	PGSC0003DMG400024706	1	1
OK	1-to-1	g18565	Sotub01g037430.1.1	PGSC0003DMG400024707	1	1
OK	1-to-1	g18566	Sotub01g037450.1.1	PGSC0003DMG400024708	1	1
OK	1-to-1	g18567	PGSC0003DMG400024710	Sotub01g037470.1.1	1	1
OK	1-to-1	g18568	Sotub01g037480.1.1	PGSC0003DMG400024711	1	1
OK	1-to-1	g18569	Sotub01g037490.1.1	PGSC0003DMG400024712	1	1
OK	many-to-1	g18570	Sotub01g037500.1.1|Sotub01g037510.1.1	PGSC0003DMG400024713	2	1
OK	1-to-1	g18571	Sotub01g037520.1.1	PGSC0003DMG400024714	1	1
OK	1-to-1	g18572	Sotub01g037540.1.1	PGSC0003DMG400024715	1	1
OK	1-to-1	g18573	Sotub01g037550.1.1	PGSC0003DMG400024716	1	1
OK	1-to-1	g18574	Sotub01g037570.1.1	PGSC0003DMG400024717	1	1
OK	1-to-1	g18575	Sotub01g037600.1.1	PGSC0003DMG400024718	1	1
OK	1-to-1	g18576	Sotub01g037610.1.1	PGSC0003DMG400024719	1	1
OK	1-to-1	g18577	Sotub01g037620.1.1	PGSC0003DMG400024720	1	1
OK	1-to-1	g18578	Sotub01g037630.1.1	PGSC0003DMG400024721	1	1
OK	1-to-1	g18579	Sotub01g037680.1.1	PGSC0003DMG400024722	1	1
OK	1-to-1	g18580	Sotub01g037690.1.1	PGSC0003DMG400024723	1	1
OK	1-to-1	g18581	Sotub01g037820.1.1	PGSC0003DMG400024725	1	1
OK	1-to-1	g18582	Sotub01g037850.1.1	PGSC0003DMG400024727	1	1
OK	1-to-1	g18583	Sotub01g037860.1.1	PGSC0003DMG400024728	1	1
OK	1-to-1	g18584	Sotub01g037880.1.1	PGSC0003DMG400024729	1	1
OK	1-to-1	g18585	Sotub01g037940.1.1	PGSC0003DMG400024731	1	1
OK	1-to-1	g18586	Sotub01g037960.1.1	PGSC0003DMG400024732	1	1
OK	1-to-1	g18587	Sotub01g037980.1.1	PGSC0003DMG400024733	1	1
OK	1-to-1	g18588	Sotub01g038080.1.1	PGSC0003DMG400024735	1	1
OK	many-to-1	g18589	Sotub01g036870.1.1|Sotub01g036880.1.1	PGSC0003DMG400024736	2	1
OK	singleton	g18590	PGSC0003DMG400024738	-	1	0
OK	1-to-1	g18591	Sotub01g036920.1.1	PGSC0003DMG400024739	1	1
OK	1-to-1	g18592	Sotub01g036950.1.1	PGSC0003DMG400024740	1	1
OK	1-to-1	g18593	Sotub01g036990.1.1	PGSC0003DMG400024741	1	1
OK	1-to-1	g18594	Sotub01g037110.1.1	PGSC0003DMG400024743	1	1
OK	1-to-1	g18595	Sotub01g037150.1.1	PGSC0003DMG400024745	1	1
OK	1-to-1	g18596	Sotub01g037210.1.1	PGSC0003DMG400024746	1	1
OK	1-to-1	g18597	Sotub01g037220.1.1	PGSC0003DMG400024747	1	1
OK	1-to-1	g18598	Sotub01g037240.1.1	PGSC0003DMG400024748	1	1
OK	1-to-1	g18599	Sotub01g037300.1.1	PGSC0003DMG400024749	1	1
OK	many-to-1	g18600	PGSC0003DMG400024750|PGSC0003DMG400041901	Sotub01g037310.1.1	2	1
OK	1-to-1	g18601	Sotub01g037350.1.1	PGSC0003DMG400024751	1	1
OK	1-to-1	g18602	Sotub01g037360.1.1	PGSC0003DMG400024752	1	1
OK	1-to-1	g18603	Sotub01g037370.1.1	PGSC0003DMG400024753	1	1
OK	1-to-1	g18604	Sotub01g037380.1.1	PGSC0003DMG400024754	1	1
OK	1-to-1	g18605	Sotub01g037390.1.1	PGSC0003DMG400024755	1	1
OK	1-to-1	g18606	Sotub01g037440.1.1	PGSC0003DMG400024757	1	1
OK	singleton	g18607	PGSC0003DMG400024758	-	1	0
OK	1-to-1	g18608	PGSC0003DMG400024759	Sotub01g037580.1.1	1	1
OK	1-to-1	g18609	Sotub01g037590.1.1	PGSC0003DMG400024760	1	1
OK	1-to-1	g18610	Sotub01g037650.1.1	PGSC0003DMG400024762	1	1
OK	1-to-1	g18611	Sotub01g037660.1.1	PGSC0003DMG400024763	1	1
OK	1-to-1	g18612	Sotub01g037670.1.1	PGSC0003DMG400024764	1	1
OK	1-to-1	g18613	Sotub01g037700.1.1	PGSC0003DMG400024765	1	1
OK	1-to-1	g18614	PGSC0003DMG400024766	Sotub01g037720.1.1	1	1
OK	1-to-1	g18615	Sotub01g037760.1.1	PGSC0003DMG400024768	1	1
OK	1-to-1	g18616	Sotub01g037770.1.1	PGSC0003DMG400024769	1	1
OK	1-to-1	g18617	Sotub01g037780.1.1	PGSC0003DMG400024770	1	1
OK	1-to-1	g18618	Sotub01g037800.1.1	PGSC0003DMG400024771	1	1
OK	1-to-1	g18619	Sotub01g037830.1.1	PGSC0003DMG400024772	1	1
OK	1-to-1	g18620	Sotub01g037840.1.1	PGSC0003DMG400024773	1	1
OK	1-to-1	g18621	Sotub01g037870.1.1	PGSC0003DMG400024774	1	1
OK	1-to-1	g18622	Sotub01g037910.1.1	PGSC0003DMG400024775	1	1
OK	1-to-1	g18623	Sotub01g037920.1.1	PGSC0003DMG400024776	1	1
OK	1-to-1	g18624	Sotub01g037930.1.1	PGSC0003DMG400024777	1	1
OK	1-to-1	g18625	Sotub01g037950.1.1	PGSC0003DMG400024778	1	1
OK	1-to-1	g18626	Sotub01g037970.1.1	PGSC0003DMG400024779	1	1
OK	1-to-1	g18627	Sotub01g037990.1.1	PGSC0003DMG400024780	1	1
OK	1-to-1	g18628	Sotub01g038000.1.1	PGSC0003DMG400024781	1	1
OK	1-to-1	g18629	Sotub01g038010.1.1	PGSC0003DMG400024782	1	1
OK	1-to-1	g18630	Sotub01g038020.1.1	PGSC0003DMG400024783	1	1
OK	1-to-1	g18631	Sotub01g038050.1.1	PGSC0003DMG400024784	1	1
OK	1-to-1	g18632	Sotub01g038060.1.1	PGSC0003DMG400024785	1	1
OK	singleton	g18633	PGSC0003DMG400024786	-	1	0
OK	singleton	g18634	PGSC0003DMG400024788	-	1	0
OK	1-to-1	g18635	Sotub01g037900.1.1	PGSC0003DMG400024794	1	1
OK	1-to-1	g18636	Sotub04g024130.1.1	PGSC0003DMG400024795	1	1
OK	1-to-1	g18637	Sotub04g024150.1.1	PGSC0003DMG400024796	1	1
OK	singleton	g18638	PGSC0003DMG400024797	-	1	0
OK	1-to-1	g18639	Sotub04g024220.1.1	PGSC0003DMG400024799	1	1
OK	1-to-1	g18640	Sotub04g024290.1.1	PGSC0003DMG400024800	1	1
OK	1-to-1	g18641	PGSC0003DMG400024801	Sotub04g024300.1.1	1	1
OK	1-to-1	g18642	Sotub04g024310.1.1	PGSC0003DMG400024802	1	1
OK	many-to-1	g18643	PGSC0003DMG400024803|PGSC0003DMG400024804	Sotub04g024320.1.1	2	1
OK	1-to-1	g18644	Sotub04g024330.1.1	PGSC0003DMG400024805	1	1
OK	1-to-1	g18645	Sotub04g024400.1.1	PGSC0003DMG400024807	1	1
OK	1-to-1	g18646	PGSC0003DMG400024808	Sotub04g024430.1.1	1	1
OK	1-to-1	g18647	Sotub04g024440.1.1	PGSC0003DMG400024809	1	1
OK	1-to-1	g18648	Sotub04g024450.1.1	PGSC0003DMG400024810	1	1
OK	1-to-1	g18649	Sotub04g024470.1.1	PGSC0003DMG400024811	1	1
OK	1-to-1	g18650	Sotub04g024480.1.1	PGSC0003DMG400024812	1	1
OK	1-to-1	g18651	PGSC0003DMG400024813	Sotub04g024520.1.1	1	1
OK	1-to-1	g18652	Sotub04g024530.1.1	PGSC0003DMG400024814	1	1
OK	1-to-1	g18653	PGSC0003DMG400024816	Sotub04g024560.1.1	1	1
OK	1-to-1	g18654	Sotub04g024590.1.1	PGSC0003DMG400024818	1	1
OK	1-to-1	g18655	Sotub04g024600.1.1	PGSC0003DMG400024819	1	1
OK	1-to-1	g18656	Sotub04g024620.1.1	PGSC0003DMG400024820	1	1
OK	1-to-1	g18657	Sotub04g024670.1.1	PGSC0003DMG400024822	1	1
OK	1-to-1	g18658	Sotub04g024710.1.1	PGSC0003DMG400024823	1	1
OK	1-to-1	g18659	Sotub04g024740.1.1	PGSC0003DMG400024824	1	1
OK	1-to-1	g18660	Sotub04g024750.1.1	PGSC0003DMG400024825	1	1
OK	singleton	g18661	PGSC0003DMG400024826	-	1	0
OK	1-to-1	g18662	Sotub04g024770.1.1	PGSC0003DMG400024827	1	1
OK	singleton	g18663	PGSC0003DMG400024828	-	1	0
OK	1-to-1	g18664	Sotub04g024780.1.1	PGSC0003DMG400024829	1	1
OK	1-to-1	g18665	Sotub04g024800.1.1	PGSC0003DMG400024831	1	1
OK	1-to-1	g18666	Sotub04g024820.1.1	PGSC0003DMG400024833	1	1
OK	1-to-1	g18667	Sotub04g024860.1.1	PGSC0003DMG400024834	1	1
OK	1-to-1	g18668	PGSC0003DMG400024835	Sotub04g024870.1.1	1	1
OK	1-to-1	g18669	Sotub04g024880.1.1	PGSC0003DMG400024836	1	1
OK	1-to-1	g18670	Sotub04g024910.1.1	PGSC0003DMG400024837	1	1
OK	1-to-1	g18671	Sotub04g024990.1.1	PGSC0003DMG400024838	1	1
OK	1-to-1	g18672	Sotub04g024120.1.1	PGSC0003DMG400024840	1	1
OK	1-to-1	g18673	Sotub04g024200.1.1	PGSC0003DMG400024843	1	1
OK	1-to-1	g18674	Sotub04g024210.1.1	PGSC0003DMG400024844	1	1
OK	1-to-1	g18675	Sotub04g024280.1.1	PGSC0003DMG400024848	1	1
OK	1-to-1	g18676	Sotub04g024490.1.1	PGSC0003DMG400024849	1	1
OK	1-to-1	g18677	Sotub04g024630.1.1	PGSC0003DMG400024852	1	1
OK	1-to-1	g18678	Sotub04g024660.1.1	PGSC0003DMG400024853	1	1
OK	singleton	g18679	PGSC0003DMG400024854	-	1	0
OK	singleton	g18680	PGSC0003DMG400024855	-	1	0
OK	singleton	g18681	PGSC0003DMG400024856	-	1	0
OK	1-to-1	g18682	Sotub04g024920.1.1	PGSC0003DMG400024857	1	1
OK	1-to-1	g18683	Sotub04g024960.1.1	PGSC0003DMG400024860	1	1
OK	1-to-1	g18684	Sotub04g024970.1.1	PGSC0003DMG400024861	1	1
OK	1-to-1	g18685	Sotub04g024980.1.1	PGSC0003DMG400024862	1	1
OK	1-to-1	g18686	Sotub04g025020.1.1	PGSC0003DMG400024863	1	1
OK	singleton	g18687	PGSC0003DMG400024870	-	1	0
OK	1-to-1	g18688	Sotub01g040140.1.1	PGSC0003DMG400024872	1	1
OK	1-to-1	g18689	Sotub01g040180.1.1	PGSC0003DMG400024874	1	1
OK	1-to-1	g18690	Sotub01g040190.1.1	PGSC0003DMG400024875	1	1
OK	1-to-1	g18691	Sotub01g040200.1.1	PGSC0003DMG400024876	1	1
OK	1-to-1	g18692	PGSC0003DMG400024878	Sotub01g040230.1.1	1	1
OK	1-to-1	g18693	PGSC0003DMG400024879	Sotub01g040240.1.1	1	1
OK	1-to-1	g18694	Sotub01g040250.1.1	PGSC0003DMG400024880	1	1
OK	1-to-1	g18695	PGSC0003DMG400024881	Sotub01g040260.1.1	1	1
OK	1-to-1	g18696	Sotub01g040340.1.1	PGSC0003DMG400024883	1	1
OK	1-to-1	g18697	Sotub01g040360.1.1	PGSC0003DMG400024884	1	1
OK	1-to-1	g18698	Sotub01g040370.1.1	PGSC0003DMG400024885	1	1
OK	1-to-1	g18699	Sotub01g040380.1.1	PGSC0003DMG400024886	1	1
OK	1-to-1	g18700	Sotub01g040390.1.1	PGSC0003DMG400024887	1	1
OK	1-to-1	g18701	Sotub01g040410.1.1	PGSC0003DMG400024888	1	1
OK	1-to-1	g18702	Sotub01g040440.1.1	PGSC0003DMG400024889	1	1
OK	1-to-1	g18703	Sotub01g040470.1.1	PGSC0003DMG400024890	1	1
OK	1-to-1	g18704	Sotub01g040480.1.1	PGSC0003DMG400024891	1	1
OK	1-to-1	g18705	Sotub01g040500.1.1	PGSC0003DMG400024892	1	1
OK	1-to-1	g18706	Sotub01g040550.1.1	PGSC0003DMG400024895	1	1
OK	1-to-1	g18707	Sotub01g040680.1.1	PGSC0003DMG400024897	1	1
OK	1-to-1	g18708	Sotub01g040690.1.1	PGSC0003DMG400024898	1	1
OK	many-to-1	g18709	Sotub01g040750.1.1|Sotub01g040760.1.1	PGSC0003DMG400024900	2	1
OK	1-to-1	g18710	Sotub01g040810.1.1	PGSC0003DMG400024901	1	1
OK	1-to-1	g18711	Sotub01g040830.1.1	PGSC0003DMG400024902	1	1
OK	1-to-1	g18712	Sotub01g040130.1.1	PGSC0003DMG400024904	1	1
OK	1-to-1	g18713	Sotub01g040150.1.1	PGSC0003DMG400024905	1	1
OK	1-to-1	g18714	Sotub01g040160.1.1	PGSC0003DMG400024906	1	1
OK	singleton	g18715	PGSC0003DMG400024907	-	1	0
OK	1-to-1	g18716	Sotub01g040270.1.1	PGSC0003DMG400024908	1	1
OK	1-to-1	g18717	Sotub01g040310.1.1	PGSC0003DMG400024909	1	1
OK	many-to-1	g18718	Sotub01g040320.1.1|Sotub01g040330.1.1	PGSC0003DMG400024910	2	1
OK	1-to-1	g18719	Sotub01g040350.1.1	PGSC0003DMG400024911	1	1
OK	1-to-1	g18720	Sotub01g040420.1.1	PGSC0003DMG400024912	1	1
OK	1-to-1	g18721	Sotub01g040430.1.1	PGSC0003DMG400024913	1	1
OK	1-to-1	g18722	Sotub01g040450.1.1	PGSC0003DMG400024914	1	1
OK	1-to-1	g18723	Sotub01g040460.1.1	PGSC0003DMG400024915	1	1
OK	1-to-1	g18724	Sotub01g040490.1.1	PGSC0003DMG400024916	1	1
OK	1-to-1	g18725	Sotub01g040510.1.1	PGSC0003DMG400024917	1	1
OK	singleton	g18726	PGSC0003DMG400024918	-	1	0
OK	1-to-1	g18727	Sotub01g040590.1.1	PGSC0003DMG400024920	1	1
OK	many-to-1	g18728	Sotub01g040610.1.1|Sotub01g040620.1.1	PGSC0003DMG400024922	2	1
OK	1-to-1	g18729	Sotub01g040660.1.1	PGSC0003DMG400024923	1	1
OK	1-to-1	g18730	Sotub01g040700.1.1	PGSC0003DMG400024925	1	1
OK	1-to-1	g18731	Sotub01g040710.1.1	PGSC0003DMG400024926	1	1
OK	many-to-1	g18732	PGSC0003DMG400024927|PGSC0003DMG403024899	Sotub01g040730.1.1	2	1
OK	1-to-1	g18733	Sotub01g040740.1.1	PGSC0003DMG400024928	1	1
OK	1-to-1	g18734	Sotub01g040770.1.1	PGSC0003DMG400024929	1	1
OK	1-to-1	g18735	Sotub01g040220.1.1	PGSC0003DMG400024931	1	1
OK	1-to-1	g18736	Sotub02g031000.1.1	PGSC0003DMG400024933	1	1
OK	1-to-many	g18737	PGSC0003DMG400024934	PGSC0003DMG400024990|Sotub02g031020.1.1	1	2
OK	singleton	g18738	PGSC0003DMG400024935	-	1	0
OK	1-to-1	g18739	Sotub02g031040.1.1	PGSC0003DMG400024936	1	1
OK	1-to-1	g18740	Sotub02g031060.1.1	PGSC0003DMG400024937	1	1
OK	1-to-1	g18741	Sotub02g031080.1.1	PGSC0003DMG400024938	1	1
OK	1-to-1	g18742	Sotub02g031110.1.1	PGSC0003DMG400024939	1	1
OK	1-to-1	g18743	Sotub02g031130.1.1	PGSC0003DMG400024940	1	1
OK	1-to-1	g18744	Sotub02g031170.1.1	PGSC0003DMG400024941	1	1
OK	1-to-1	g18745	Sotub02g031180.1.1	PGSC0003DMG400024942	1	1
OK	1-to-1	g18746	Sotub02g031190.1.1	PGSC0003DMG400024943	1	1
OK	1-to-1	g18747	Sotub02g031210.1.1	PGSC0003DMG400024944	1	1
OK	1-to-1	g18748	Sotub02g031220.1.1	PGSC0003DMG400024945	1	1
OK	1-to-1	g18749	Sotub02g031230.1.1	PGSC0003DMG400024946	1	1
OK	1-to-1	g18750	Sotub02g031260.1.1	PGSC0003DMG400024948	1	1
OK	1-to-1	g18751	Sotub02g031310.1.1	PGSC0003DMG400024950	1	1
OK	1-to-1	g18752	PGSC0003DMG400024951	Sotub02g031340.1.1	1	1
OK	1-to-many	g18753	Sotub02g031380.1.1	PGSC0003DMG400024952|PGSC0003DMG400024992	1	2
OK	1-to-1	g18754	Sotub02g031390.1.1	PGSC0003DMG400024953	1	1
OK	1-to-1	g18755	Sotub02g031410.1.1	PGSC0003DMG400024954	1	1
OK	1-to-1	g18756	Sotub02g031420.1.1	PGSC0003DMG400024955	1	1
OK	singleton	g18757	PGSC0003DMG400024956	-	1	0
OK	1-to-1	g18758	Sotub02g031470.1.1	PGSC0003DMG400024958	1	1
OK	1-to-1	g18759	Sotub02g031490.1.1	PGSC0003DMG400024959	1	1
OK	1-to-1	g18760	Sotub02g031530.1.1	PGSC0003DMG400024961	1	1
OK	1-to-1	g18761	Sotub02g031540.1.1	PGSC0003DMG400024962	1	1
OK	1-to-1	g18762	Sotub02g031560.1.1	PGSC0003DMG400024963	1	1
OK	1-to-1	g18763	Sotub02g031010.1.1	PGSC0003DMG400024964	1	1
OK	1-to-1	g18764	Sotub02g031030.1.1	PGSC0003DMG400024965	1	1
OK	1-to-1	g18765	Sotub02g031070.1.1	PGSC0003DMG400024967	1	1
OK	1-to-1	g18766	PGSC0003DMG400024968	Sotub02g031090.1.1	1	1
OK	1-to-1	g18767	Sotub02g031120.1.1	PGSC0003DMG400024969	1	1
OK	1-to-1	g18768	Sotub02g031140.1.1	PGSC0003DMG400024970	1	1
OK	1-to-1	g18769	PGSC0003DMG400024971	Sotub02g031150.1.1	1	1
OK	1-to-1	g18770	Sotub02g031160.1.1	PGSC0003DMG400024972	1	1
OK	1-to-1	g18771	PGSC0003DMG400024973	Sotub02g031200.1.1	1	1
OK	1-to-1	g18772	PGSC0003DMG400024974	Sotub02g031250.1.1	1	1
OK	1-to-1	g18773	Sotub02g031270.1.1	PGSC0003DMG400024976	1	1
OK	1-to-1	g18774	Sotub02g031280.1.1	PGSC0003DMG400024977	1	1
OK	1-to-1	g18775	Sotub02g031290.1.1	PGSC0003DMG400024978	1	1
OK	1-to-1	g18776	Sotub02g031300.1.1	PGSC0003DMG400024979	1	1
OK	singleton	g18777	PGSC0003DMG400024980	-	1	0
OK	1-to-1	g18778	Sotub02g031350.1.1	PGSC0003DMG400024981	1	1
OK	1-to-1	g18779	Sotub02g031360.1.1	PGSC0003DMG400024982	1	1
OK	1-to-1	g18780	Sotub02g031400.1.1	PGSC0003DMG400024983	1	1
OK	1-to-1	g18781	Sotub02g031450.1.1	PGSC0003DMG400024984	1	1
OK	1-to-1	g18782	Sotub02g031480.1.1	PGSC0003DMG400024985	1	1
OK	1-to-1	g18783	Sotub02g031510.1.1	PGSC0003DMG400024986	1	1
OK	1-to-1	g18784	Sotub02g031520.1.1	PGSC0003DMG400024987	1	1
OK	1-to-1	g18785	Sotub02g031580.1.1	PGSC0003DMG400024989	1	1
OK	1-to-1	g18786	Sotub02g031370.1.1	PGSC0003DMG400024991	1	1
OK	1-to-1	g18787	Sotub10g006780.1.1	PGSC0003DMG400024993	1	1
OK	singleton	g18788	PGSC0003DMG400024994	-	1	0
OK	1-to-1	g18789	PGSC0003DMG400024995	Sotub10g006830.1.1	1	1
OK	many-to-1	g18790	Sotub10g006840.1.1|Sotub10g006850.1.1	PGSC0003DMG400024996	2	1
OK	1-to-1	g18791	Sotub10g006860.1.1	PGSC0003DMG400024997	1	1
OK	1-to-1	g18792	Sotub10g006930.1.1	PGSC0003DMG400024998	1	1
OK	1-to-1	g18793	Sotub10g006940.1.1	PGSC0003DMG400024999	1	1
OK	1-to-1	g18794	Sotub10g006950.1.1	PGSC0003DMG400025000	1	1
OK	1-to-1	g18795	Sotub10g006980.1.1	PGSC0003DMG400025001	1	1
OK	1-to-1	g18796	Sotub10g007000.1.1	PGSC0003DMG400025002	1	1
OK	1-to-1	g18797	PGSC0003DMG400025003	Sotub10g007030.1.1	1	1
OK	1-to-1	g18798	Sotub10g007060.1.1	PGSC0003DMG400025004	1	1
OK	1-to-1	g18799	PGSC0003DMG400025005	Sotub10g007080.1.1	1	1
OK	1-to-1	g18800	Sotub10g007120.1.1	PGSC0003DMG400025006	1	1
OK	1-to-1	g18801	Sotub10g007130.1.1	PGSC0003DMG400025007	1	1
OK	1-to-1	g18802	Sotub10g007140.1.1	PGSC0003DMG400025008	1	1
OK	many-to-1	g18803	Sotub10g007160.1.1|Sotub10g007170.1.1	PGSC0003DMG400025009	2	1
OK	1-to-1	g18804	Sotub10g007270.1.1	PGSC0003DMG400025010	1	1
OK	singleton	g18805	PGSC0003DMG400025011	-	1	0
OK	1-to-1	g18806	Sotub10g006730.1.1	PGSC0003DMG400025012	1	1
OK	1-to-1	g18807	Sotub10g006740.1.1	PGSC0003DMG400025013	1	1
OK	singleton	g18808	PGSC0003DMG400025014	-	1	0
OK	1-to-1	g18809	Sotub10g006750.1.1	PGSC0003DMG400025015	1	1
OK	1-to-1	g18810	Sotub10g006770.1.1	PGSC0003DMG400025016	1	1
OK	1-to-1	g18811	Sotub10g006790.1.1	PGSC0003DMG400025017	1	1
OK	singleton	g18812	PGSC0003DMG400025019	-	1	0
OK	1-to-1	g18813	Sotub10g006870.1.1	PGSC0003DMG400025020	1	1
OK	1-to-1	g18814	Sotub10g006880.1.1	PGSC0003DMG400025021	1	1
OK	1-to-1	g18815	Sotub10g006890.1.1	PGSC0003DMG400025022	1	1
OK	many-to-1	g18816	Sotub10g006900.1.1|Sotub10g006910.1.1	PGSC0003DMG400025023	2	1
OK	1-to-1	g18817	Sotub10g006960.1.1	PGSC0003DMG400025024	1	1
OK	1-to-1	g18818	Sotub10g006970.1.1	PGSC0003DMG400025025	1	1
OK	1-to-1	g18819	Sotub10g006990.1.1	PGSC0003DMG400025026	1	1
OK	1-to-1	g18820	Sotub10g007010.1.1	PGSC0003DMG400025027	1	1
OK	1-to-1	g18821	PGSC0003DMG400025028	Sotub10g007020.1.1	1	1
OK	1-to-1	g18822	Sotub10g007050.1.1	PGSC0003DMG400025029	1	1
OK	1-to-1	g18823	Sotub10g007090.1.1	PGSC0003DMG400025030	1	1
OK	1-to-1	g18824	Sotub10g007110.1.1	PGSC0003DMG400025031	1	1
OK	1-to-1	g18825	Sotub10g007180.1.1	PGSC0003DMG400025033	1	1
OK	1-to-1	g18826	Sotub10g007190.1.1	PGSC0003DMG400025034	1	1
OK	1-to-1	g18827	Sotub10g007200.1.1	PGSC0003DMG400025035	1	1
OK	1-to-1	g18828	Sotub10g007210.1.1	PGSC0003DMG400025036	1	1
OK	1-to-1	g18829	Sotub10g007220.1.1	PGSC0003DMG400025037	1	1
OK	1-to-1	g18830	Sotub10g007230.1.1	PGSC0003DMG400025038	1	1
OK	1-to-1	g18831	Sotub10g007240.1.1	PGSC0003DMG400025039	1	1
OK	1-to-1	g18832	Sotub10g007250.1.1	PGSC0003DMG400025040	1	1
OK	1-to-1	g18833	Sotub10g007260.1.1	PGSC0003DMG400025041	1	1
OK	1-to-1	g18834	Sotub10g007280.1.1	PGSC0003DMG400025042	1	1
OK	singleton	g18835	PGSC0003DMG400025044	-	1	0
OK	1-to-1	g18836	Sotub10g007100.1.1	PGSC0003DMG400025047	1	1
OK	singleton	g18837	PGSC0003DMG400025049	-	1	0
OK	1-to-1	g18838	Sotub04g026170.1.1	PGSC0003DMG400025052	1	1
OK	1-to-1	g18839	Sotub04g026190.1.1	PGSC0003DMG400025053	1	1
OK	1-to-1	g18840	Sotub04g026210.1.1	PGSC0003DMG400025054	1	1
OK	1-to-1	g18841	Sotub04g026220.1.1	PGSC0003DMG400025055	1	1
OK	1-to-1	g18842	Sotub04g026240.1.1	PGSC0003DMG400025056	1	1
OK	1-to-1	g18843	Sotub04g026310.1.1	PGSC0003DMG400025058	1	1
OK	1-to-1	g18844	PGSC0003DMG400025059	Sotub04g026340.1.1	1	1
OK	1-to-1	g18845	Sotub04g026360.1.1	PGSC0003DMG400025060	1	1
OK	1-to-1	g18846	Sotub04g026390.1.1	PGSC0003DMG400025061	1	1
OK	1-to-1	g18847	Sotub04g026400.1.1	PGSC0003DMG400025062	1	1
OK	1-to-1	g18848	Sotub04g026440.1.1	PGSC0003DMG400025063	1	1
OK	1-to-1	g18849	Sotub04g026460.1.1	PGSC0003DMG400025065	1	1
OK	1-to-1	g18850	Sotub04g026490.1.1	PGSC0003DMG400025067	1	1
OK	1-to-1	g18851	Sotub04g026500.1.1	PGSC0003DMG400025068	1	1
OK	1-to-1	g18852	Sotub04g026510.1.1	PGSC0003DMG400025069	1	1
OK	1-to-1	g18853	PGSC0003DMG400025070	Sotub04g026580.1.1	1	1
OK	1-to-1	g18854	Sotub04g026590.1.1	PGSC0003DMG400025071	1	1
OK	1-to-1	g18855	PGSC0003DMG400025072	Sotub04g026610.1.1	1	1
OK	1-to-1	g18856	Sotub04g026180.1.1	PGSC0003DMG400025073	1	1
OK	1-to-1	g18857	PGSC0003DMG400025074	Sotub04g026200.1.1	1	1
OK	1-to-1	g18858	Sotub04g026230.1.1	PGSC0003DMG400025075	1	1
OK	1-to-1	g18859	Sotub04g026250.1.1	PGSC0003DMG400025076	1	1
OK	1-to-1	g18860	Sotub04g026260.1.1	PGSC0003DMG400025077	1	1
OK	many-to-1	g18861	Sotub04g026320.1.1|Sotub04g026330.1.1	PGSC0003DMG400025078	2	1
OK	1-to-1	g18862	Sotub04g026370.1.1	PGSC0003DMG400025079	1	1
OK	1-to-1	g18863	Sotub04g026410.1.1	PGSC0003DMG400025080	1	1
OK	1-to-1	g18864	Sotub04g026420.1.1	PGSC0003DMG400025081	1	1
OK	1-to-1	g18865	Sotub04g026550.1.1	PGSC0003DMG400025084	1	1
OK	1-to-1	g18866	PGSC0003DMG400025085	Sotub04g026560.1.1	1	1
OK	1-to-1	g18867	Sotub04g026570.1.1	PGSC0003DMG400025086	1	1
OK	1-to-1	g18868	Sotub04g026620.1.1	PGSC0003DMG400025087	1	1
OK	singleton	g18869	PGSC0003DMG400025088	-	1	0
OK	singleton	g18870	PGSC0003DMG400025090	-	1	0
OK	1-to-1	g18871	Sotub04g026520.1.1	PGSC0003DMG400025091	1	1
OK	1-to-1	g18872	Sotub05g006770.1.1	PGSC0003DMG400025093	1	1
OK	singleton	g18873	PGSC0003DMG400025095	-	1	0
OK	1-to-1	g18874	Sotub05g006870.1.1	PGSC0003DMG400025096	1	1
OK	1-to-1	g18875	Sotub05g006890.1.1	PGSC0003DMG400025097	1	1
OK	1-to-1	g18876	Sotub05g007000.1.1	PGSC0003DMG400025098	1	1
OK	1-to-1	g18877	Sotub05g007010.1.1	PGSC0003DMG400025099	1	1
OK	1-to-1	g18878	Sotub05g007070.1.1	PGSC0003DMG400025100	1	1
OK	1-to-1	g18879	Sotub05g007100.1.1	PGSC0003DMG400025101	1	1
OK	1-to-1	g18880	Sotub05g007110.1.1	PGSC0003DMG400025102	1	1
OK	many-to-1	g18881	Sotub05g007140.1.1|Sotub05g007150.1.1	PGSC0003DMG400025103	2	1
OK	1-to-1	g18882	Sotub05g007160.1.1	PGSC0003DMG400025104	1	1
OK	1-to-1	g18883	Sotub05g007190.1.1	PGSC0003DMG400025105	1	1
OK	1-to-1	g18884	Sotub05g007200.1.1	PGSC0003DMG400025106	1	1
OK	1-to-1	g18885	Sotub05g007210.1.1	PGSC0003DMG400025108	1	1
OK	singleton	g18886	PGSC0003DMG400025109	-	1	0
OK	1-to-1	g18887	Sotub05g007280.1.1	PGSC0003DMG400025112	1	1
OK	singleton	g18888	PGSC0003DMG400025113	-	1	0
OK	singleton	g18889	PGSC0003DMG400025114	-	1	0
OK	singleton	g18890	PGSC0003DMG400025115	-	1	0
